transactionID,reference,amount,description
TXN-129065,REF-129065,500,System Record (Clean Data)
TXN-129066,REF-129066,100,System Record (Clean Data)
TXN-129067,REF-129067,2500,System Record (Clean Data)
TXN-129068,REF-129068,5000,System Record (Clean Data)
TXN-129069,REF-129069,200,System Record (Clean Data)
TXN-129070,REF-129070,1000,System Record (Clean Data)
TXN-129071,REF-129071,2500,System Record (Clean Data)
TXN-129072,REF-129072,10000,System Record (Clean Data)
TXN-129073,REF-129073,1000,System Record (Clean Data)
TXN-129074,REF-129074,500,System Record (Clean Data)
TXN-129075,REF-129075,10000,System Record (Clean Data)
TXN-129076,REF-129076,500,System Record (Clean Data)
TXN-129077,REF-129077,5000,System Record (Clean Data)
TXN-129078,REF-129078,2500,System Record (Clean Data)
TXN-129079,REF-129079,200,System Record (Clean Data)
TXN-129080,REF-129080,5000,System Record (Clean Data)
TXN-129081,REF-129081,1000,System Record (Clean Data)
TXN-129082,REF-129082,5000,System Record (Clean Data)
TXN-129083,REF-129083,200,System Record (Clean Data)
TXN-129084,REF-129084,200,System Record (Clean Data)
TXN-129085,REF-129085,2500,System Record (Clean Data)
TXN-129086,REF-129086,2500,System Record (Clean Data)
TXN-129087,REF-129087,100,System Record (Clean Data)
TXN-129088,REF-129088,10000,System Record (Clean Data)
TXN-129089,REF-129089,100,System Record (Clean Data)
TXN-129090,REF-129090,500,System Record (Clean Data)
TXN-129091,REF-129091,10000,System Record (Clean Data)
TXN-129092,REF-129092,100,System Record (Clean Data)
TXN-129093,REF-129093,200,System Record (Clean Data)
TXN-129094,REF-129094,10000,System Record (Clean Data)
TXN-129095,REF-129095,5000,System Record (Clean Data)
TXN-129096,REF-129096,100,System Record (Clean Data)
TXN-129097,REF-129097,200,System Record (Clean Data)
TXN-129098,REF-129098,100,System Record (Clean Data)
TXN-129099,REF-129099,100,System Record (Clean Data)
TXN-129100,REF-129100,5000,System Record (Clean Data)
TXN-129101,REF-129101,1000,System Record (Clean Data)
TXN-129102,REF-129102,200,System Record (Clean Data)
TXN-129103,REF-129103,200,System Record (Clean Data)
TXN-129104,REF-129104,500,System Record (Clean Data)
TXN-129105,REF-129105,200,System Record (Clean Data)
TXN-129106,REF-129106,100,System Record (Clean Data)
TXN-129107,REF-129107,100,System Record (Clean Data)
TXN-129108,REF-129108,100,System Record (Clean Data)
TXN-129109,REF-129109,500,System Record (Clean Data)
TXN-129110,REF-129110,500,System Record (Clean Data)
TXN-129111,REF-129111,5000,System Record (Clean Data)
TXN-129112,REF-129112,200,System Record (Clean Data)
TXN-129113,REF-129113,10000,System Record (Clean Data)
TXN-129114,REF-129114,5000,System Record (Clean Data)
TXN-129115,REF-129115,10000,System Record (Clean Data)
TXN-129116,REF-129116,100,System Record (Clean Data)
TXN-129117,REF-129117,10000,System Record (Clean Data)
TXN-129118,REF-129118,100,System Record (Clean Data)
TXN-129119,REF-129119,5000,System Record (Clean Data)
TXN-129120,REF-129120,500,System Record (Clean Data)
TXN-129121,REF-129121,10000,System Record (Clean Data)
TXN-129122,REF-129122,10000,System Record (Clean Data)
TXN-129123,REF-129123,100,System Record (Clean Data)
TXN-129124,REF-129124,1000,System Record (Clean Data)
TXN-129125,REF-129125,10000,System Record (Clean Data)
TXN-129126,REF-129126,2500,System Record (Clean Data)
TXN-129127,REF-129127,500,System Record (Clean Data)
TXN-129128,REF-129128,5000,System Record (Clean Data)
TXN-129129,REF-129129,100,System Record (Clean Data)
TXN-129130,REF-129130,200,System Record (Clean Data)
TXN-129131,REF-129131,500,System Record (Clean Data)
TXN-129132,REF-129132,500,System Record (Clean Data)
TXN-129133,REF-129133,100,System Record (Clean Data)
TXN-129134,REF-129134,200,System Record (Clean Data)
TXN-129135,REF-129135,500,System Record (Clean Data)
TXN-129136,REF-129136,1000,System Record (Clean Data)
TXN-129137,REF-129137,500,System Record (Clean Data)
TXN-129138,REF-129138,1000,System Record (Clean Data)
TXN-129139,REF-129139,10000,System Record (Clean Data)
TXN-129140,REF-129140,5000,System Record (Clean Data)
TXN-129141,REF-129141,2500,System Record (Clean Data)
TXN-129142,REF-129142,1000,System Record (Clean Data)
TXN-129143,REF-129143,10000,System Record (Clean Data)
TXN-129144,REF-129144,200,System Record (Clean Data)
TXN-129145,REF-129145,200,System Record (Clean Data)
TXN-129146,REF-129146,10000,System Record (Clean Data)
TXN-129147,REF-129147,10000,System Record (Clean Data)
TXN-129148,REF-129148,200,System Record (Clean Data)
TXN-129149,REF-129149,200,System Record (Clean Data)
TXN-129150,REF-129150,1000,System Record (Clean Data)
TXN-129151,REF-129151,1000,System Record (Clean Data)
TXN-129152,REF-129152,1000,System Record (Clean Data)
TXN-129153,REF-129153,5000,System Record (Clean Data)
TXN-129154,REF-129154,5000,System Record (Clean Data)
TXN-129155,REF-129155,500,System Record (Clean Data)
TXN-129156,REF-129156,500,System Record (Clean Data)
TXN-129157,REF-129157,5000,System Record (Clean Data)
TXN-129158,REF-129158,10000,System Record (Clean Data)
TXN-129159,REF-129159,100,System Record (Clean Data)
TXN-129160,REF-129160,200,System Record (Clean Data)
TXN-129161,REF-129161,200,System Record (Clean Data)
TXN-129162,REF-129162,1000,System Record (Clean Data)
TXN-129163,REF-129163,1000,System Record (Clean Data)
TXN-129164,REF-129164,100,System Record (Clean Data)
TXN-129165,REF-129165,100,System Record (Clean Data)
TXN-129166,REF-129166,2500,System Record (Clean Data)
TXN-129167,REF-129167,1000,System Record (Clean Data)
TXN-129168,REF-129168,1000,System Record (Clean Data)
TXN-129169,REF-129169,2500,System Record (Clean Data)
TXN-129170,REF-129170,2500,System Record (Clean Data)
TXN-129171,REF-129171,5000,System Record (Clean Data)
TXN-129172,REF-129172,500,System Record (Clean Data)
TXN-129173,REF-129173,1000,System Record (Clean Data)
TXN-129174,REF-129174,2500,System Record (Clean Data)
TXN-129175,REF-129175,500,System Record (Clean Data)
TXN-129176,REF-129176,10000,System Record (Clean Data)
TXN-129177,REF-129177,500,System Record (Clean Data)
TXN-129178,REF-129178,500,System Record (Clean Data)
TXN-129179,REF-129179,10000,System Record (Clean Data)
TXN-129180,REF-129180,1000,System Record (Clean Data)
TXN-129181,REF-129181,500,System Record (Clean Data)
TXN-129182,REF-129182,1000,System Record (Clean Data)
TXN-129183,REF-129183,100,System Record (Clean Data)
TXN-129184,REF-129184,100,System Record (Clean Data)
TXN-129185,REF-129185,1000,System Record (Clean Data)
TXN-129186,REF-129186,2500,System Record (Clean Data)
TXN-129187,REF-129187,10000,System Record (Clean Data)
TXN-129188,REF-129188,2500,System Record (Clean Data)
TXN-129189,REF-129189,200,System Record (Clean Data)
TXN-129190,REF-129190,10000,System Record (Clean Data)
TXN-129191,REF-129191,2500,System Record (Clean Data)
TXN-129192,REF-129192,5000,System Record (Clean Data)
TXN-129193,REF-129193,1000,System Record (Clean Data)
TXN-129194,REF-129194,1000,System Record (Clean Data)
TXN-129195,REF-129195,5000,System Record (Clean Data)
TXN-129196,REF-129196,100,System Record (Clean Data)
TXN-129197,REF-129197,10000,System Record (Clean Data)
TXN-129198,REF-129198,500,System Record (Clean Data)
TXN-129199,REF-129199,5000,System Record (Clean Data)
TXN-129200,REF-129200,1000,System Record (Clean Data)
TXN-129201,REF-129201,5000,System Record (Clean Data)
TXN-129202,REF-129202,10000,System Record (Clean Data)
TXN-129203,REF-129203,200,System Record (Clean Data)
TXN-129204,REF-129204,500,System Record (Clean Data)
TXN-129205,REF-129205,2500,System Record (Clean Data)
TXN-129206,REF-129206,10000,System Record (Clean Data)
TXN-129207,REF-129207,1000,System Record (Clean Data)
TXN-129208,REF-129208,2500,System Record (Clean Data)
TXN-129209,REF-129209,1000,System Record (Clean Data)
TXN-129210,REF-129210,100,System Record (Clean Data)
TXN-129211,REF-129211,500,System Record (Clean Data)
TXN-129212,REF-129212,10000,System Record (Clean Data)
TXN-129213,REF-129213,1000,System Record (Clean Data)
TXN-129214,REF-129214,500,System Record (Clean Data)
TXN-129215,REF-129215,2500,System Record (Clean Data)
TXN-129216,REF-129216,200,System Record (Clean Data)
TXN-129217,REF-129217,100,System Record (Clean Data)
TXN-129218,REF-129218,2500,System Record (Clean Data)
TXN-129219,REF-129219,500,System Record (Clean Data)
TXN-129220,REF-129220,500,System Record (Clean Data)
TXN-129221,REF-129221,200,System Record (Clean Data)
TXN-129222,REF-129222,500,System Record (Clean Data)
TXN-129223,REF-129223,2500,System Record (Clean Data)
TXN-129224,REF-129224,5000,System Record (Clean Data)
TXN-129225,REF-129225,500,System Record (Clean Data)
TXN-129226,REF-129226,5000,System Record (Clean Data)
TXN-129227,REF-129227,5000,System Record (Clean Data)
TXN-129228,REF-129228,10000,System Record (Clean Data)
TXN-129229,REF-129229,500,System Record (Clean Data)
TXN-129230,REF-129230,2500,System Record (Clean Data)
TXN-129231,REF-129231,2500,System Record (Clean Data)
TXN-129232,REF-129232,10000,System Record (Clean Data)
TXN-129233,REF-129233,1000,System Record (Clean Data)
TXN-129234,REF-129234,2500,System Record (Clean Data)
TXN-129235,REF-129235,5000,System Record (Clean Data)
TXN-129236,REF-129236,100,System Record (Clean Data)
TXN-129237,REF-129237,200,System Record (Clean Data)
TXN-129238,REF-129238,500,System Record (Clean Data)
TXN-129239,REF-129239,5000,System Record (Clean Data)
TXN-129240,REF-129240,100,System Record (Clean Data)
TXN-129241,REF-129241,200,System Record (Clean Data)
TXN-129242,REF-129242,500,System Record (Clean Data)
TXN-129243,REF-129243,10000,System Record (Clean Data)
TXN-129244,REF-129244,2500,System Record (Clean Data)
TXN-129245,REF-129245,500,System Record (Clean Data)
TXN-129246,REF-129246,1000,System Record (Clean Data)
TXN-129247,REF-129247,100,System Record (Clean Data)
TXN-129248,REF-129248,1000,System Record (Clean Data)
TXN-129249,REF-129249,2500,System Record (Clean Data)
TXN-129250,REF-129250,10000,System Record (Clean Data)
TXN-129251,REF-129251,500,System Record (Clean Data)
TXN-129252,REF-129252,500,System Record (Clean Data)
TXN-129253,REF-129253,10000,System Record (Clean Data)
TXN-129254,REF-129254,200,System Record (Clean Data)
TXN-129255,REF-129255,5000,System Record (Clean Data)
TXN-129256,REF-129256,200,System Record (Clean Data)
TXN-129257,REF-129257,100,System Record (Clean Data)
TXN-129258,REF-129258,5000,System Record (Clean Data)
TXN-129259,REF-129259,100,System Record (Clean Data)
TXN-129260,REF-129260,5000,System Record (Clean Data)
TXN-129261,REF-129261,100,System Record (Clean Data)
TXN-129262,REF-129262,5000,System Record (Clean Data)
TXN-129263,REF-129263,10000,System Record (Clean Data)
TXN-129264,REF-129264,10000,System Record (Clean Data)
TXN-129265,REF-129265,5000,System Record (Clean Data)
TXN-129266,REF-129266,200,System Record (Clean Data)
TXN-129267,REF-129267,500,System Record (Clean Data)
TXN-129268,REF-129268,2500,System Record (Clean Data)
TXN-129269,REF-129269,10000,System Record (Clean Data)
TXN-129270,REF-129270,200,System Record (Clean Data)
TXN-129271,REF-129271,2500,System Record (Clean Data)
TXN-129272,REF-129272,1000,System Record (Clean Data)
TXN-129273,REF-129273,10000,System Record (Clean Data)
TXN-129274,REF-129274,10000,System Record (Clean Data)
TXN-129275,REF-129275,1000,System Record (Clean Data)
TXN-129276,REF-129276,2500,System Record (Clean Data)
TXN-129277,REF-129277,500,System Record (Clean Data)
TXN-129278,REF-129278,200,System Record (Clean Data)
TXN-129279,REF-129279,200,System Record (Clean Data)
TXN-129280,REF-129280,10000,System Record (Clean Data)
TXN-129281,REF-129281,100,System Record (Clean Data)
TXN-129282,REF-129282,200,System Record (Clean Data)
TXN-129283,REF-129283,1000,System Record (Clean Data)
TXN-129284,REF-129284,100,System Record (Clean Data)
TXN-129285,REF-129285,500,System Record (Clean Data)
TXN-129286,REF-129286,1000,System Record (Clean Data)
TXN-129287,REF-129287,5000,System Record (Clean Data)
TXN-129288,REF-129288,5000,System Record (Clean Data)
TXN-129289,REF-129289,5000,System Record (Clean Data)
TXN-129290,REF-129290,2500,System Record (Clean Data)
TXN-129291,REF-129291,1000,System Record (Clean Data)
TXN-129292,REF-129292,100,System Record (Clean Data)
TXN-129293,REF-129293,1000,System Record (Clean Data)
TXN-129294,REF-129294,200,System Record (Clean Data)
TXN-129295,REF-129295,1000,System Record (Clean Data)
TXN-129296,REF-129296,500,System Record (Clean Data)
TXN-129297,REF-129297,500,System Record (Clean Data)
TXN-129298,REF-129298,10000,System Record (Clean Data)
TXN-129299,REF-129299,1000,System Record (Clean Data)
TXN-129300,REF-129300,200,System Record (Clean Data)
TXN-129301,REF-129301,500,System Record (Clean Data)
TXN-129302,REF-129302,500,System Record (Clean Data)
TXN-129303,REF-129303,200,System Record (Clean Data)
TXN-129304,REF-129304,5000,System Record (Clean Data)
TXN-129305,REF-129305,200,System Record (Clean Data)
TXN-129306,REF-129306,1000,System Record (Clean Data)
TXN-129307,REF-129307,200,System Record (Clean Data)
TXN-129308,REF-129308,100,System Record (Clean Data)
TXN-129309,REF-129309,2500,System Record (Clean Data)
TXN-129310,REF-129310,100,System Record (Clean Data)
TXN-129311,REF-129311,200,System Record (Clean Data)
TXN-129312,REF-129312,100,System Record (Clean Data)
TXN-129313,REF-129313,2500,System Record (Clean Data)
TXN-129314,REF-129314,10000,System Record (Clean Data)
TXN-129315,REF-129315,200,System Record (Clean Data)
TXN-129316,REF-129316,500,System Record (Clean Data)
TXN-129317,REF-129317,5000,System Record (Clean Data)
TXN-129318,REF-129318,10000,System Record (Clean Data)
TXN-129319,REF-129319,500,System Record (Clean Data)
TXN-129320,REF-129320,200,System Record (Clean Data)
TXN-129321,REF-129321,10000,System Record (Clean Data)
TXN-129322,REF-129322,100,System Record (Clean Data)
TXN-129323,REF-129323,500,System Record (Clean Data)
TXN-129324,REF-129324,1000,System Record (Clean Data)
TXN-129325,REF-129325,200,System Record (Clean Data)
TXN-129326,REF-129326,200,System Record (Clean Data)
TXN-129327,REF-129327,100,System Record (Clean Data)
TXN-129328,REF-129328,1000,System Record (Clean Data)
TXN-129329,REF-129329,200,System Record (Clean Data)
TXN-129330,REF-129330,2500,System Record (Clean Data)
TXN-129331,REF-129331,500,System Record (Clean Data)
TXN-129332,REF-129332,100,System Record (Clean Data)
TXN-129333,REF-129333,1000,System Record (Clean Data)
TXN-129334,REF-129334,100,System Record (Clean Data)
TXN-129335,REF-129335,100,System Record (Clean Data)
TXN-129336,REF-129336,1000,System Record (Clean Data)
TXN-129337,REF-129337,100,System Record (Clean Data)
TXN-129338,REF-129338,200,System Record (Clean Data)
TXN-129339,REF-129339,500,System Record (Clean Data)
TXN-129340,REF-129340,1000,System Record (Clean Data)
TXN-129341,REF-129341,500,System Record (Clean Data)
TXN-129342,REF-129342,10000,System Record (Clean Data)
TXN-129343,REF-129343,100,System Record (Clean Data)
TXN-129344,REF-129344,500,System Record (Clean Data)
TXN-129345,REF-129345,1000,System Record (Clean Data)
TXN-129346,REF-129346,100,System Record (Clean Data)
TXN-129347,REF-129347,100,System Record (Clean Data)
TXN-129348,REF-129348,5000,System Record (Clean Data)
TXN-129349,REF-129349,2500,System Record (Clean Data)
TXN-129350,REF-129350,2500,System Record (Clean Data)
TXN-129351,REF-129351,10000,System Record (Clean Data)
TXN-129352,REF-129352,500,System Record (Clean Data)
TXN-129353,REF-129353,2500,System Record (Clean Data)
TXN-129354,REF-129354,5000,System Record (Clean Data)
TXN-129355,REF-129355,2500,System Record (Clean Data)
TXN-129356,REF-129356,10000,System Record (Clean Data)
TXN-129357,REF-129357,5000,System Record (Clean Data)
TXN-129358,REF-129358,100,System Record (Clean Data)
TXN-129359,REF-129359,10000,System Record (Clean Data)
TXN-129360,REF-129360,5000,System Record (Clean Data)
TXN-129361,REF-129361,200,System Record (Clean Data)
TXN-129362,REF-129362,5000,System Record (Clean Data)
TXN-129363,REF-129363,200,System Record (Clean Data)
TXN-129364,REF-129364,10000,System Record (Clean Data)
TXN-129365,REF-129365,2500,System Record (Clean Data)
TXN-129366,REF-129366,10000,System Record (Clean Data)
TXN-129367,REF-129367,500,System Record (Clean Data)
TXN-129368,REF-129368,10000,System Record (Clean Data)
TXN-129369,REF-129369,2500,System Record (Clean Data)
TXN-129370,REF-129370,2500,System Record (Clean Data)
TXN-129371,REF-129371,10000,System Record (Clean Data)
TXN-129372,REF-129372,500,System Record (Clean Data)
TXN-129373,REF-129373,500,System Record (Clean Data)
TXN-129374,REF-129374,10000,System Record (Clean Data)
TXN-129375,REF-129375,5000,System Record (Clean Data)
TXN-129376,REF-129376,100,System Record (Clean Data)
TXN-129377,REF-129377,100,System Record (Clean Data)
TXN-129378,REF-129378,500,System Record (Clean Data)
TXN-129379,REF-129379,100,System Record (Clean Data)
TXN-129380,REF-129380,100,System Record (Clean Data)
TXN-129381,REF-129381,10000,System Record (Clean Data)
TXN-129382,REF-129382,10000,System Record (Clean Data)
TXN-129383,REF-129383,100,System Record (Clean Data)
TXN-129384,REF-129384,10000,System Record (Clean Data)
TXN-129385,REF-129385,2500,System Record (Clean Data)
TXN-129386,REF-129386,5000,System Record (Clean Data)
TXN-129387,REF-129387,1000,System Record (Clean Data)
TXN-129388,REF-129388,100,System Record (Clean Data)
TXN-129389,REF-129389,500,System Record (Clean Data)
TXN-129390,REF-129390,10000,System Record (Clean Data)
TXN-129391,REF-129391,10000,System Record (Clean Data)
TXN-129392,REF-129392,2500,System Record (Clean Data)
TXN-129393,REF-129393,10000,System Record (Clean Data)
TXN-129394,REF-129394,2500,System Record (Clean Data)
TXN-129395,REF-129395,1000,System Record (Clean Data)
TXN-129396,REF-129396,2500,System Record (Clean Data)
TXN-129397,REF-129397,2500,System Record (Clean Data)
TXN-129398,REF-129398,1000,System Record (Clean Data)
TXN-129399,REF-129399,1000,System Record (Clean Data)
TXN-129400,REF-129400,10000,System Record (Clean Data)
TXN-129401,REF-129401,200,System Record (Clean Data)
TXN-129402,REF-129402,1000,System Record (Clean Data)
TXN-129403,REF-129403,200,System Record (Clean Data)
TXN-129404,REF-129404,500,System Record (Clean Data)
TXN-129405,REF-129405,1000,System Record (Clean Data)
TXN-129406,REF-129406,1000,System Record (Clean Data)
TXN-129407,REF-129407,5000,System Record (Clean Data)
TXN-129408,REF-129408,500,System Record (Clean Data)
TXN-129409,REF-129409,2500,System Record (Clean Data)
TXN-129410,REF-129410,1000,System Record (Clean Data)
TXN-129411,REF-129411,200,System Record (Clean Data)
TXN-129412,REF-129412,200,System Record (Clean Data)
TXN-129413,REF-129413,100,System Record (Clean Data)
TXN-129414,REF-129414,500,System Record (Clean Data)
TXN-129415,REF-129415,500,System Record (Clean Data)
TXN-129416,REF-129416,500,System Record (Clean Data)
TXN-129417,REF-129417,2500,System Record (Clean Data)
TXN-129418,REF-129418,5000,System Record (Clean Data)
TXN-129419,REF-129419,100,System Record (Clean Data)
TXN-129420,REF-129420,500,System Record (Clean Data)
TXN-129421,REF-129421,2500,System Record (Clean Data)
TXN-129422,REF-129422,10000,System Record (Clean Data)
TXN-129423,REF-129423,10000,System Record (Clean Data)
TXN-129424,REF-129424,5000,System Record (Clean Data)
TXN-129425,REF-129425,200,System Record (Clean Data)
TXN-129426,REF-129426,1000,System Record (Clean Data)
TXN-129427,REF-129427,10000,System Record (Clean Data)
TXN-129428,REF-129428,5000,System Record (Clean Data)
TXN-129429,REF-129429,10000,System Record (Clean Data)
TXN-129430,REF-129430,10000,System Record (Clean Data)
TXN-129431,REF-129431,10000,System Record (Clean Data)
TXN-129432,REF-129432,2500,System Record (Clean Data)
TXN-129433,REF-129433,2500,System Record (Clean Data)
TXN-129434,REF-129434,2500,System Record (Clean Data)
TXN-129435,REF-129435,5000,System Record (Clean Data)
TXN-129436,REF-129436,100,System Record (Clean Data)
TXN-129437,REF-129437,10000,System Record (Clean Data)
TXN-129438,REF-129438,500,System Record (Clean Data)
TXN-129439,REF-129439,500,System Record (Clean Data)
TXN-129440,REF-129440,5000,System Record (Clean Data)
TXN-129441,REF-129441,100,System Record (Clean Data)
TXN-129442,REF-129442,200,System Record (Clean Data)
TXN-129443,REF-129443,200,System Record (Clean Data)
TXN-129444,REF-129444,2500,System Record (Clean Data)
TXN-129445,REF-129445,100,System Record (Clean Data)
TXN-129446,REF-129446,100,System Record (Clean Data)
TXN-129447,REF-129447,200,System Record (Clean Data)
TXN-129448,REF-129448,10000,System Record (Clean Data)
TXN-129449,REF-129449,2500,System Record (Clean Data)
TXN-129450,REF-129450,100,System Record (Clean Data)
TXN-129451,REF-129451,1000,System Record (Clean Data)
TXN-129452,REF-129452,200,System Record (Clean Data)
TXN-129453,REF-129453,1000,System Record (Clean Data)
TXN-129454,REF-129454,200,System Record (Clean Data)
TXN-129455,REF-129455,100,System Record (Clean Data)
TXN-129456,REF-129456,200,System Record (Clean Data)
TXN-129457,REF-129457,200,System Record (Clean Data)
TXN-129458,REF-129458,10000,System Record (Clean Data)
TXN-129459,REF-129459,10000,System Record (Clean Data)
TXN-129460,REF-129460,2500,System Record (Clean Data)
TXN-129461,REF-129461,5000,System Record (Clean Data)
TXN-129462,REF-129462,200,System Record (Clean Data)
TXN-129463,REF-129463,100,System Record (Clean Data)
TXN-129464,REF-129464,1000,System Record (Clean Data)
TXN-129465,REF-129465,100,System Record (Clean Data)
TXN-129466,REF-129466,1000,System Record (Clean Data)
TXN-129467,REF-129467,5000,System Record (Clean Data)
TXN-129468,REF-129468,2500,System Record (Clean Data)
TXN-129469,REF-129469,100,System Record (Clean Data)
TXN-129470,REF-129470,2500,System Record (Clean Data)
TXN-129471,REF-129471,10000,System Record (Clean Data)
TXN-129472,REF-129472,500,System Record (Clean Data)
TXN-129473,REF-129473,5000,System Record (Clean Data)
TXN-129474,REF-129474,200,System Record (Clean Data)
TXN-129475,REF-129475,2500,System Record (Clean Data)
TXN-129476,REF-129476,500,System Record (Clean Data)
TXN-129477,REF-129477,5000,System Record (Clean Data)
TXN-129478,REF-129478,10000,System Record (Clean Data)
TXN-129479,REF-129479,100,System Record (Clean Data)
TXN-129480,REF-129480,10000,System Record (Clean Data)
TXN-129481,REF-129481,2500,System Record (Clean Data)
TXN-129482,REF-129482,500,System Record (Clean Data)
TXN-129483,REF-129483,2500,System Record (Clean Data)
TXN-129484,REF-129484,500,System Record (Clean Data)
TXN-129485,REF-129485,10000,System Record (Clean Data)
TXN-129486,REF-129486,5000,System Record (Clean Data)
TXN-129487,REF-129487,2500,System Record (Clean Data)
TXN-129488,REF-129488,10000,System Record (Clean Data)
TXN-129489,REF-129489,10000,System Record (Clean Data)
TXN-129490,REF-129490,10000,System Record (Clean Data)
TXN-129491,REF-129491,200,System Record (Clean Data)
TXN-129492,REF-129492,200,System Record (Clean Data)
TXN-129493,REF-129493,100,System Record (Clean Data)
TXN-129494,REF-129494,500,System Record (Clean Data)
TXN-129495,REF-129495,1000,System Record (Clean Data)
TXN-129496,REF-129496,5000,System Record (Clean Data)
TXN-129497,REF-129497,200,System Record (Clean Data)
TXN-129498,REF-129498,500,System Record (Clean Data)
TXN-129499,REF-129499,10000,System Record (Clean Data)
TXN-129500,REF-129500,200,System Record (Clean Data)
TXN-129501,REF-129501,5000,System Record (Clean Data)
TXN-129502,REF-129502,100,System Record (Clean Data)
TXN-129503,REF-129503,2500,System Record (Clean Data)
TXN-129504,REF-129504,500,System Record (Clean Data)
TXN-129505,REF-129505,1000,System Record (Clean Data)
TXN-129506,REF-129506,200,System Record (Clean Data)
TXN-129507,REF-129507,200,System Record (Clean Data)
TXN-129508,REF-129508,100,System Record (Clean Data)
TXN-129509,REF-129509,2500,System Record (Clean Data)
TXN-129510,REF-129510,500,System Record (Clean Data)
TXN-129511,REF-129511,200,System Record (Clean Data)
TXN-129512,REF-129512,10000,System Record (Clean Data)
TXN-129513,REF-129513,200,System Record (Clean Data)
TXN-129514,REF-129514,5000,System Record (Clean Data)
TXN-129515,REF-129515,500,System Record (Clean Data)
TXN-129516,REF-129516,5000,System Record (Clean Data)
TXN-129517,REF-129517,2500,System Record (Clean Data)
TXN-129518,REF-129518,500,System Record (Clean Data)
TXN-129519,REF-129519,5000,System Record (Clean Data)
TXN-129520,REF-129520,200,System Record (Clean Data)
TXN-129521,REF-129521,2500,System Record (Clean Data)
TXN-129522,REF-129522,200,System Record (Clean Data)
TXN-129523,REF-129523,100,System Record (Clean Data)
TXN-129524,REF-129524,5000,System Record (Clean Data)
TXN-129525,REF-129525,200,System Record (Clean Data)
TXN-129526,REF-129526,10000,System Record (Clean Data)
TXN-129527,REF-129527,500,System Record (Clean Data)
TXN-129528,REF-129528,500,System Record (Clean Data)
TXN-129529,REF-129529,200,System Record (Clean Data)
TXN-129530,REF-129530,1000,System Record (Clean Data)
TXN-129531,REF-129531,2500,System Record (Clean Data)
TXN-129532,REF-129532,2500,System Record (Clean Data)
TXN-129533,REF-129533,2500,System Record (Clean Data)
TXN-129534,REF-129534,100,System Record (Clean Data)
TXN-129535,REF-129535,2500,System Record (Clean Data)
TXN-129536,REF-129536,200,System Record (Clean Data)
TXN-129537,REF-129537,500,System Record (Clean Data)
TXN-129538,REF-129538,100,System Record (Clean Data)
TXN-129539,REF-129539,2500,System Record (Clean Data)
TXN-129540,REF-129540,5000,System Record (Clean Data)
TXN-129541,REF-129541,500,System Record (Clean Data)
TXN-129542,REF-129542,1000,System Record (Clean Data)
TXN-129543,REF-129543,200,System Record (Clean Data)
TXN-129544,REF-129544,500,System Record (Clean Data)
TXN-129545,REF-129545,100,System Record (Clean Data)
TXN-129546,REF-129546,5000,System Record (Clean Data)
TXN-129547,REF-129547,5000,System Record (Clean Data)
TXN-129548,REF-129548,500,System Record (Clean Data)
TXN-129549,REF-129549,500,System Record (Clean Data)
TXN-129550,REF-129550,1000,System Record (Clean Data)
TXN-129551,REF-129551,100,System Record (Clean Data)
TXN-129552,REF-129552,5000,System Record (Clean Data)
TXN-129553,REF-129553,100,System Record (Clean Data)
TXN-129554,REF-129554,200,System Record (Clean Data)
TXN-129555,REF-129555,2500,System Record (Clean Data)
TXN-129556,REF-129556,1000,System Record (Clean Data)
TXN-129557,REF-129557,1000,System Record (Clean Data)
TXN-129558,REF-129558,200,System Record (Clean Data)
TXN-129559,REF-129559,100,System Record (Clean Data)
TXN-129560,REF-129560,5000,System Record (Clean Data)
TXN-129561,REF-129561,500,System Record (Clean Data)
TXN-129562,REF-129562,2500,System Record (Clean Data)
TXN-129563,REF-129563,10000,System Record (Clean Data)
TXN-129564,REF-129564,5000,System Record (Clean Data)
TXN-129565,REF-129565,100,System Record (Clean Data)
TXN-129566,REF-129566,200,System Record (Clean Data)
TXN-129567,REF-129567,5000,System Record (Clean Data)
TXN-129568,REF-129568,200,System Record (Clean Data)
TXN-129569,REF-129569,500,System Record (Clean Data)
TXN-129570,REF-129570,100,System Record (Clean Data)
TXN-129571,REF-129571,100,System Record (Clean Data)
TXN-129572,REF-129572,10000,System Record (Clean Data)
TXN-129573,REF-129573,100,System Record (Clean Data)
TXN-129574,REF-129574,100,System Record (Clean Data)
TXN-129575,REF-129575,100,System Record (Clean Data)
TXN-129576,REF-129576,5000,System Record (Clean Data)
TXN-129577,REF-129577,1000,System Record (Clean Data)
TXN-129578,REF-129578,200,System Record (Clean Data)
TXN-129579,REF-129579,5000,System Record (Clean Data)
TXN-129580,REF-129580,1000,System Record (Clean Data)
TXN-129581,REF-129581,10000,System Record (Clean Data)
TXN-129582,REF-129582,100,System Record (Clean Data)
TXN-129583,REF-129583,100,System Record (Clean Data)
TXN-129584,REF-129584,200,System Record (Clean Data)
TXN-129585,REF-129585,2500,System Record (Clean Data)
TXN-129586,REF-129586,5000,System Record (Clean Data)
TXN-129587,REF-129587,2500,System Record (Clean Data)
TXN-129588,REF-129588,100,System Record (Clean Data)
TXN-129589,REF-129589,1000,System Record (Clean Data)
TXN-129590,REF-129590,2500,System Record (Clean Data)
TXN-129591,REF-129591,1000,System Record (Clean Data)
